id,term,before_example,after_example,after_ko,after_en,after_ja
a1_0171,"día","Uso la día en una situacion diaria.","Hoy es un día especial para mí.","오늘은 나에게 특별한 날이에요.","Today is a special day for me.","今日は私にとって特別な日です。"
a1_0172,"dibujar","Voy a dibujar esta tarde.","Me gusta dibujar animales.","동물 그리는 걸 좋아해요.","I like drawing animals.","動物を描くのが好きです。"
a1_0175,"dirección","Apunto mi dirección en el formulario.","Escribe tu dirección aquí, por favor.","여기에 주소를 적어 주세요.","Write your address here, please.","ここに住所を書いてください。"
a1_0176,"divorciarse","Voy a divorciarme esta tarde.","Mis tíos van a divorciarse este mes.","이모 부부가 이번 달에 이혼해요.","My aunt and uncle are getting divorced this month.","おじ夫婦は今月離婚します。"
a1_0177,"doler","Voy a doler esta tarde.","Me suele doler la espalda por la noche.","밤에 등이 자주 아파요.","My back usually hurts at night.","夜になると背中がよく痛みます。"
a1_0178,"dolor","Hablo del dolor con el medico.","Tengo dolor de cabeza hoy.","오늘 머리가 아파요.","I have a headache today.","今日は頭痛がします。"
a1_0179,"dormitorio","La dormitorio de la casa es pequena.","El dormitorio tiene una cama grande.","침실에는 큰 침대가 있어요.","The bedroom has a big bed.","寝室には大きなベッドがあります。"
a1_0180,"ducha","Uso la ducha en una situacion diaria.","La ducha del hotel no funciona.","호텔 샤워기가 작동하지 않아요.","The hotel shower does not work.","ホテルのシャワーが動きません。"
a1_0181,"ducharse","Voy a ducharme esta tarde.","Es mejor ducharse antes de nadar.","수영하기 전에 샤워하는 게 좋아요.","It is better to shower before swimming.","泳ぐ前にシャワーを浴びる方がいいです。"
a1_0182,"egoísta","Uso la egoísta en una situacion diaria.","Mi jefe es un poco egoísta.","우리 상사는 좀 이기적이에요.","My boss is a bit selfish.","私の上司は少し利己的です。"
a1_0183,"ejercicio","Uso el ejercicio en clase.","Hago ejercicio tres veces por semana.","일주일에 세 번 운동해요.","I exercise three times a week.","週に3回運動します。"
a1_0184,"empresa","Uso la empresa en una situacion diaria.","Mi hermana trabaja en una empresa grande.","누나는 큰 회사에서 일해요.","My sister works at a big company.","姉は大きな会社で働いています。"
a1_0185,"encantar","Voy a encantar esta tarde.","A los niños les va a encantar el parque.","아이들이 그 공원을 아주 좋아할 거예요.","The children are going to love the park.","子どもたちはその公園がとても気に入るでしょう。"
a1_0186,"enfermera","Uso la enfermera en una situacion diaria.","La enfermera trabaja en el hospital.","간호사는 병원에서 일해요.","The nurse works at the hospital.","看護師は病院で働いています。"
a1_0187,"ensalada","Uso la ensalada en una situacion diaria.","De primero quiero una ensalada.","첫 요리로 샐러드를 주세요.","As a starter I want a salad.","前菜にサラダをください。"
a1_0188,"entender","Voy a entender esta tarde.","No puedo entender esta pregunta.","이 질문을 이해할 수가 없어요.","I cannot understand this question.","この質問が理解できません。"
a1_0189,"entrada","Uso la entrada en una situacion diaria.","La entrada del museo está allí.","박물관 입구는 저기예요.","The museum entrance is over there.","博物館の入口はあそこです。"
a1_0190,"entrar","Voy a entrar esta tarde.","¿Podemos entrar en la sala ya?","이제 홀에 들어가도 되나요?","Can we enter the hall now?","もうホールに入ってもいいですか。"
a1_0191,"entrevista","Uso la entrevista en una situacion diaria.","Tengo una entrevista de trabajo el lunes.","월요일에 면접이 있어요.","I have a job interview on Monday.","月曜日に就職面接があります。"
a1_0192,"enviar","Voy a enviar esta tarde.","Voy a enviar el paquete por la tarde.","오후에 소포를 보낼 거예요.","I am going to send the package in the afternoon.","午後に小包を送ります。"
a1_0193,"escalera","Uso la escalera en una situacion diaria.","Subimos por la escalera hasta el tercer piso.","계단으로 3층까지 올라가요.","We go up the stairs to the third floor.","階段で3階まで上がります。"
a1_0195,"escuchar","Voy a escuchar la conversacion.","Me gusta escuchar la radio por la noche.","밤에 라디오 듣는 걸 좋아해요.","I like listening to the radio at night.","夜にラジオを聴くのが好きです。"
a1_0197,"espalda","Uso la espalda en una situacion diaria.","Me duele la espalda de estar sentado.","앉아 있어서 등이 아파요.","My back hurts from sitting.","座りすぎで背中が痛いです。"
a1_0199,"esquiar","Voy a esquiar esta tarde.","En febrero vamos a esquiar a los Pirineos.","2월에 피레네로 스키 타러 가요.","In February we go skiing in the Pyrenees.","2月にピレネーへスキーに行きます。"
a1_0200,"estación","Camino por la estación cada manana.","El tren sale de la estación central.","기차는 중앙역에서 출발해요.","The train leaves from the central station.","列車は中央駅から出発します。"
a1_0201,"estantería","Uso la estantería en una situacion diaria.","Los libros están en la estantería.","책들은 선반에 있어요.","The books are on the shelf.","本は棚にあります。"
a1_0202,"estudiante","Conozco a un estudiante del barrio.","Soy estudiante de segundo curso.","저는 2학년 학생이에요.","I am a second-year student.","私は2年生の学生です。"
a1_0204,"examen","Uso el examen en clase.","El examen de historia es el jueves.","역사 시험은 목요일이에요.","The history exam is on Thursday.","歴史の試験は木曜日です。"
a1_0205,"fábrica","Uso la fábrica en una situacion diaria.","Mi padre trabaja en una fábrica de coches.","아버지는 자동차 공장에서 일하세요.","My father works in a car factory.","父は自動車工場で働いています。"
a1_0207,"falda","Uso la falda en una situacion diaria.","Esta falda azul es muy elegante.","이 파란 스커트는 아주 우아해요.","This blue skirt is very elegant.","この青いスカートはとてもエレガントです。"
a1_0210,"fiesta","Uso la fiesta en una situacion diaria.","La fiesta de cumpleaños es el sábado.","생일 파티는 토요일이에요.","The birthday party is on Saturday.","誕生日パーティーは土曜日です。"
a1_0211,"firmar","Voy a firmar esta tarde.","Tiene que firmar aquí, por favor.","여기에 서명해 주세요.","You have to sign here, please.","ここに署名してください。"
a1_0212,"fotocopia","Necesito el fotocopia para el tramite.","Necesito una fotocopia de mi pasaporte.","여권 복사본이 한 장 필요해요.","I need a photocopy of my passport.","パスポートのコピーが1枚必要です。"
a1_0213,"fotocopiadora","Necesito el fotocopiadora para el tramite.","La fotocopiadora de la oficina está rota.","사무실 복사기가 고장 났어요.","The office photocopier is broken.","オフィスのコピー機は壊れています。"
a1_0214,"fresa","Uso la fresa en una situacion diaria.","De postre quiero helado de fresa.","디저트로 딸기 아이스크림을 주세요.","For dessert I want strawberry ice cream.","デザートにいちごのアイスをください。"
a1_0216,"fruta","Tomo fruta en el desayuno.","Como fruta todos los días.","매일 과일을 먹어요.","I eat fruit every day.","毎日果物を食べます。"
a1_0217,"frutería","Uso la frutería en una situacion diaria.","Compro naranjas en la frutería.","과일 가게에서 오렌지를 사요.","I buy oranges at the fruit shop.","果物屋でオレンジを買います。"
a1_0218,"garganta","Uso la garganta en una situacion diaria.","Me duele la garganta desde ayer.","어제부터 목이 아파요.","My throat has hurt since yesterday.","昨日からのどが痛いです。"
a1_0219,"gimnasia","Uso la gimnasia en una situacion diaria.","Mi hija hace gimnasia en el colegio.","딸은 학교에서 체조를 해요.","My daughter does gymnastics at school.","娘は学校で体操をしています。"
a1_0220,"ginebra","Uso la ginebra en una situacion diaria.","La ginebra es una bebida muy fuerte.","진은 아주 독한 음료예요.","Gin is a very strong drink.","ジンはとても強い飲み物です。"
a1_0221,"gorra","Uso la gorra en una situacion diaria.","El niño lleva una gorra roja.","아이가 빨간 모자를 쓰고 있어요.","The boy wears a red cap.","男の子は赤い帽子をかぶっています。"
a1_0222,"grande","El resultado es grande.","Esta maleta es demasiado grande.","이 여행 가방은 너무 커요.","This suitcase is too big.","このスーツケースは大きすぎます。"
a1_0223,"grandes","El resultado es grandes.","Las ciudades grandes tienen mucho tráfico.","큰 도시들은 교통량이 많아요.","Big cities have a lot of traffic.","大都市は交通量が多いです。"
a1_0224,"gustar","Voy a gustar esta tarde.","Me va a gustar mucho este curso.","이 강좌가 아주 마음에 들 것 같아요.","I am going to like this course a lot.","この講座はとても気に入りそうです。"
a1_0225,"habitación","La habitación de la casa es pequena.","Mi habitación tiene una ventana grande.","내 방에는 큰 창문이 있어요.","My room has a big window.","私の部屋には大きな窓があります。"
a1_0227,"hamburguesa","Uso la hamburguesa en una situacion diaria.","Quiero una hamburguesa con queso.","치즈 햄버거 하나 주세요.","I want a hamburger with cheese.","チーズバーガーをください。"
a1_0228,"hasta","Camino hasta la estacion.","Trabajo hasta las seis de la tarde.","오후 6시까지 일해요.","I work until six in the evening.","午後6時まで働きます。"
a1_0229,"hermano","Conozco a un hermano del barrio.","Mi hermano estudia en Sevilla.","내 형은 세비야에서 공부해요.","My brother studies in Seville.","兄はセビリアで勉強しています。"
a1_0230,"hijo","Conozco a un hijo del barrio.","Su hijo tiene cinco años.","그의 아들은 다섯 살이에요.","His son is five years old.","彼の息子は5歳です。"
a1_0231,"historia","Uso la historia en una situacion diaria.","Me interesa la historia de España.","스페인 역사에 관심이 있어요.","I am interested in the history of Spain.","スペインの歴史に興味があります。"
a1_0232,"hoja","Uso la hoja en una situacion diaria.","Escribo la respuesta en una hoja.","답을 종이 한 장에 써요.","I write the answer on a sheet of paper.","答えを紙に書きます。"
